"","id","Serial.Number","List.Year","Date.Recorded","Address","Assessed.Value","Sale.Amount","Sales.Ratio","Property.Type","Non.Use.Code","Zone.Name","Zone.Classification","Location"
"7336",7336,90266,2009,2009-11-30,"86 JAMES STREET",162530,89000,1.826179775,"Two Family","14","1050-6","NX2",c(-73.1962725, 41.1822191)
"7337",7337,90267,2009,2009-11-30,"3200 PARK AVE UNIT 11-C-2",192980,221650,0.870651929,"Condo","25","2256A-29C","NX4",c(-73.2213317, 41.2004563)
"7338",7338,90270,2009,2009-11-30,"169 KENSINGTON PLACE",137270,101000,1.359108911,"Single Family","14","2844-15","N2",c(-73.1734933, 41.217898)
"7339",7339,90271,2009,2009-11-30,"881 LAFAYETTE BLVD U1E",233420,137700,1.69513435,"Condo","25","945A-11A","DX2",c(-73.1924751, 41.1747457)
"7340",7340,90275,2009,2009-12-02,"144-146 OGDEN STREET",41750,42111,0.991427418,NA,"14","1626-14","NX2",c(-73.1863818, 41.1916989)
"7341",7341,90276,2009,2009-12-01,"1479 IRANISTAN AVENUE",176030,248000,0.709798387,"Three Family",NA,"1117-16","NX1",c(-73.205125, 41.1798274)
"7342",7342,90278,2009,2009-12-01,"936 LINDLEY STREET",115350,109999,1.048645897,"Single Family","25","2125-10B","NX1",c(-73.2000242, 41.202632)
"7343",7343,90282,2009,2009-12-02,"130 PENNSYLVANIA AVENUE",111360,132000,0.843636364,NA,NA,"2036-33","NX1",c(-73.1763967, 41.2086728)
"7344",7344,90285,2009,2009-12-02,"115-121 SHERWOOD AVENUE",300680,150000,2.004533333,"Four Family","14","1128-20","NX1",c(-73.205934, 41.175736)
"7345",7345,90286,2009,2009-12-02,"289 MAPLE STREET",201340,199900,1.007203602,"Two Family",NA,"1643-9","NX2",c(-73.1836409, 41.1885974)
"7346",7346,90296,2009,2009-12-03,"1217-1219 KOSSUTH ST",150090,185000,0.811297297,"Two Family",NA,"1604-4","NX2",c(-73.1821712, 41.1951212)
"7347",7347,90298,2009,2009-12-03,"235-237 HAWLEY AVENUE",149510,165000,0.906121212,"Three Family","14","2116-20","NX1",c(-73.2014672, 41.200237)
"7348",7348,90303,2009,2009-12-07,"112 CLIFFORD STREET",12830,19000,0.675263158,NA,"14","620-29","NX2",c(-73.1680089, 41.176792)
"7349",7349,90305,2009,2009-12-07,"64 NORMAN STREET",145260,61050,2.379361179,"Two Family","14","1158-11","NX2",c(-73.2021279, 41.1698316)
"7350",7350,90308,2009,2009-12-08,"849 RUTH STREET",162970,235000,0.693489362,"Single Family",NA,"2342-16A","N2",c(-73.2253871, 41.2060123)
"7351",7351,90309,2009,2009-12-08,"3460 OLD TOWN ROAD",132300,130000,1.017692308,"Single Family","25","2547-6","N4",c(-73.2337014, 41.2260331)
"7352",7352,90316,2009,2009-12-08,"455-459 HAWLEY AVE",237450,187000,1.269786096,"Three Family","14","2215-45","NX1",c(-73.205115, 41.198924)
"7353",7353,90320,2009,2009-12-09,"392 FUNSTON AVENUE",143600,163000,0.880981595,"Single Family",NA,"2770-13","N2",c(-73.1894171, 41.2179111)
"7354",7354,90322,2009,2009-12-09,"1630 STRATFORD AVENUE",88400,32500,2.72,"Single Family","14","639-1B","RX1",c(-73.1588537, 41.1806232)
"7355",7355,90325,2009,2009-12-10,"1-7 BELL STREET",211950,122500,1.730204082,"Three Family","25","1812-18","NX2",c(-73.1685328, 41.1912688)
"7356",7356,90327,2009,2009-12-10,"230 PILGRIM PLACE",138940,180000,0.771888889,"Single Family",NA,"2820-13","N2",c(-73.168254, 41.2153612)
"7357",7357,90328,2009,2009-12-10,"110 HILLCREST ROAD",136870,110000,1.244272727,"Single Family","14","2757-16Z","N2",c(-73.1840513, 41.2151918)
"7358",7358,90330,2009,2009-12-14,"839 CLEVELAND AVENUE",175590,170000,1.032882353,"Single Family","14","1330-22","N1",c(-73.2184654, 41.1871168)
"7359",7359,90333,2009,2009-12-14,"109 GROVERS AVENUE",463980,495000,0.937333333,"Single Family",NA,"124-13A","N3",c(-73.226428, 41.1486127)
"7360",7360,90335,2009,2009-12-14,"1003-1005 HOWARD AVE",151390,65625,2.306895238,"Three Family","14","1214-42","NX2",c(-73.213675, 41.1739869)
"7361",7361,90336,2009,2009-12-14,"53-55 MELROSE AVE",197340,165000,1.196,"Two Family","25","226-62","NX2",c(-73.2235774, 41.1585823)
"7362",7362,90339,2009,2009-12-15,"166 SUNRISE TERRACE",182620,12000,15.21833333,"Single Family","8","2376-32B","N4",c(-73.2177645, 41.2130452)
"7363",7363,90340,2009,2009-12-15,"228 DOUGLAS STREET",84160,15000,5.610666667,"Single Family","15","2742-3","N2",c(-73.198328, 41.213241)
"7364",7364,90341,2009,2009-12-15,"469 NORMAN ST",118720,58000,2.046896552,"Single Family","14","1138-18","NX1",c(-73.203158, 41.1753639)
"7365",7365,90343,2009,2009-12-15,"30 GROVE STREET",180520,230000,0.784869565,NA,"16","1139-5A","RX2",c(-73.207127, 41.1743556)
"7366",7366,90345,2009,2009-12-15,"53-55 LAUREL AVE",202450,130000,1.557307692,"Three Family","25","1136-14","NX1",c(-73.200463, 41.175596)
"7367",7367,90346,2009,2009-12-15,"355 SALEM ST",201270,141000,1.427446809,"Two Family","14","2208-33","NX1",c(-73.2042813, 41.1975123)
"7368",7368,90348,2009,2009-12-16,"400 ANTON DRIVE UNIT 1",158900,190000,0.836315789,"Condo",NA,"2509-63K","NX3",c(-73.2207806, 41.2229511)
"7369",7369,90353,2009,2009-12-22,"300 SUCCESS AVE",3630950,33000,110.0287879,NA,"8","1938-30","NX3",c(-73.157072, 41.1969815)
"7370",7370,90356,2009,2009-12-22,"281 SUMMIT STREET",123170,135000,0.91237037,"Single Family",NA,"2440-20","N2",c(-73.2007543, 41.2058453)
"7371",7371,90357,2009,2009-12-17,"2133-2137 EAST MAIN ST",192710,184000,1.047336957,"Three Family",NA,"2017-34","MX1",c(-73.17942, 41.20366)
"7372",7372,90358,2009,2009-12-17,"1605 PARK AVE",186240,65000,2.865230769,"Three Family","14","1109-16","NX1",c(-73.2055521, 41.1815753)
"7373",7373,90368,2009,2009-12-21,"60 ACTON RD",151130,188000,0.803882979,"Single Family","14","2506A-21","N4",c(-73.2234797, 41.2236895)
"7374",7374,90369,2009,2009-12-21,"56 JANET CIRCLE UNIT 6",145250,205000,0.708536585,"Condo",NA,"2510-4Y","RX2",c(-73.2281686, 41.2118744)
"7375",7375,90371,2009,2009-12-21,"42 WOODLAWN AVE",98360,92500,1.063351351,"Single Family","14","2754-7F","N2",c(-73.1926926, 41.2149645)
"7376",7376,90372,2009,2009-12-21,"454 SUCCESS AVE",1884810,9500,198.4010526,NA,"8","1932-1","NX3",c(-73.15607, 41.19895)
"7377",7377,90375,2009,2009-12-21,"524 BEECHMONT AVE",128100,75000,1.708,"Single Family","14","2423-1","NX1",c(-73.2084594, 41.2121592)
"7378",7378,90378,2009,2009-12-21,"1064 BROOKLAWN AVE",112520,155000,0.725935484,"Single Family",NA,"1349-3A","NX1",c(-73.2193496, 41.1922588)
"7379",7379,90379,2009,2009-12-21,"242 ADAMS STREET",154240,90000,1.713777778,"Two Family","14","611-20","NX2",c(-73.1674095, 41.1707451)
"7380",7380,90381,2009,2009-12-22,"261 LENOX AVE",144980,170000,0.852823529,"Three Family",NA,"1217-54","NX2",c(-73.2169196, 41.1728763)
"7381",7381,90384,2009,2009-12-22,"735 RUTH ST",127810,147250,0.867979626,"Single Family","14","2352-10","N2",c(-73.2234972, 41.2066699)
"7382",7382,90388,2009,2009-12-23,"2473-2475 MAIN STREET",179640,112500,1.5968,"Three Family","14","1414-24","MX1",c(-73.2004112, 41.196397)
"7383",7383,90389,2009,2009-12-23,"53-55 MELROSE AVENUE",197340,165000,1.196,"Two Family","25","226-62","NX2",c(-73.2235774, 41.1585823)
"7384",7384,90400,2009,2009-12-28,"456-458 GURDON ST",163510,220000,0.743227273,"Two Family","14","2402-7","NX1",c(-73.202192, 41.204407)
"7385",7385,90402,2009,2009-12-28,"114-116 LAUREL PLACE",205760,245000,0.839836735,"Three Family","14","1333-2","NX1",c(-73.2166737, 41.1848253)
"7386",7386,90403,2009,2009-12-28,"122 COTTAGE ST",152370,42000,3.627857143,"Three Family","14","1155-3","NX2",c(-73.1992486, 41.1721993)
"7387",7387,90405,2009,2009-12-29,"739 WOOD AVE",150990,220000,0.686318182,"Two Family",NA,"1309-13","NX1",c(-73.2119647, 41.1818891)
"7388",7388,90407,2009,2009-12-29,"143-147 CATHERINE ST",209350,123900,1.689669088,"Three Family","14","1046-21","NX2",c(-73.1954157, 41.1852388)
"7389",7389,90410,2009,2009-12-29,"120 HUNTINGTON TPKE UNIT 102",69040,68000,1.015294118,"Condo",NA,"2860-5","N2",c(-73.1765657, 41.2121483)
"7390",7390,90413,2009,2009-12-30,"307-309 DOVER ST",116360,85000,1.368941176,"Two Family","3","1906-34A","NX2",c(-73.167532, 41.197614)
"7391",7391,90415,2009,2009-12-30,"146 HILLSIDE AVE",152480,125000,1.21984,"Two Family","14","1345-9A","NX1",c(-73.2180871, 41.1910146)
"7392",7392,90417,2009,2009-12-30,"330 KAECHELE PLACE",158640,908820,0.174556018,NA,"25","2600-6","N4",c(-73.216255, 41.225215)
"7393",7393,90422,2009,2009-12-31,"44 RENWICK PLACE",147840,188000,0.786382979,"Single Family",NA,"1302-28","N1",c(-73.2187783, 41.1804575)
"7394",7394,90423,2009,2009-12-31,"1860 CHOPSEY HILL RD REAR",59840,11000,5.44,NA,"25","2778C-42","N4",c(-73.2009936, 41.2257047)
"7395",7395,90424,2009,2009-12-31,"566-568 CONNECTICUT AVE",182870,120000,1.523916667,"Three Family","25","707-1","NX2",c(-73.166842, 41.179619)
"7396",7396,90425,2009,2010-01-04,"1756 EAST MAIN ST",147800,225000,0.656888889,NA,NA,"2019-5","RX1",c(-73.1800574, 41.1987083)
"7397",7397,90428,2009,2010-01-04,"174 PUTNAM ST",142570,130000,1.096692308,"Single Family",NA,"1611-8","NX2",c(-73.1830398, 41.1944593)
"7398",7398,90429,2009,2010-01-04,"107 FREMONT ST",187940,140000,1.342428571,"Three Family","14","1142-29","NX1",c(-73.2046574, 41.1726248)
"7399",7399,90434,2009,2010-01-05,"385 WILLIAM ST",214820,1e+05,2.1482,"Three Family","25","1629-5A","NX2",c(-73.1862068, 41.189625)
"7400",7400,90435,2009,2010-01-05,"300 SUCCESS AVE (CO-OP)",3630950,30000,121.0316667,NA,"8","1938-30","NX3",c(-73.157072, 41.1969815)
"7401",7401,90438,2009,2010-01-05,"84 VIRGINIA AVE",85950,114500,0.750655022,"Condo",NA,"2038-15A","NX3",c(-73.1765446, 41.2108298)
"7402",7402,90439,2009,2010-01-06,"307 DEXTER DRIVE",156770,163000,0.961779141,"Single Family","14","2643-12","N4",c(-73.2069054, 41.2259144)
"7403",7403,90446,2009,2010-01-07,"274 BEECHWOOD ROAD",152760,63000,2.424761905,"Three Family","15","1103-10","NX1",c(-73.2100988, 41.1800765)
"7404",7404,90450,2009,2010-01-12,"307 ALPINE ROAD",144130,115000,1.253304348,"Single Family","14","2033-6","N2",c(-73.1781169, 41.2063486)
"7405",7405,90457,2009,2010-01-19,"1720 FAIRFIELD AVE",1918420,210000,9.135333333,NA,"14","1218-5","RX2",c(-73.2151942, 41.1701542)
"7406",7406,90465,2009,2010-01-19,"37 LAKEVIEW AVE",146100,130000,1.123846154,"Single Family","25","2728-29","N2",c(-73.1871312, 41.2122971)
"7407",7407,90466,2009,2010-01-19,"3300 PARK AVE UNIT 33",264100,205600,1.284533074,"Condo","25","2256A-29D","NX4",c(-73.222277, 41.201613)
"7408",7408,90467,2009,2010-01-19,"304-306 JUDSON PLACE",181320,130000,1.394769231,"Two Family","25","1824-3","NX1",c(-73.1625877, 41.1928602)
"7409",7409,90470,2009,2010-01-22,"5 ST NICHOLAS DRIVE",216820,323000,0.67126935,"Single Family",NA,"2574-64","N4",c(-73.2383219, 41.2225559)
"7410",7410,90473,2009,2010-01-21,"59 DANIEL DRIVE",144050,220000,0.654772727,"Single Family",NA,"2565-8","N4",c(-73.2354494, 41.2243452)
"7411",7411,90475,2009,2010-01-21,"2600 PARK AVE UNIT 3E",69600,125000,0.5568,"Condo",NA,"2294-18A","RX2",c(-73.2151344, 41.193932)
"7412",7412,90480,2009,2010-01-12,"25-27 HUNTING STREET",227380,312500,0.727616,"Three Family",NA,"2119-20","NX1",c(-73.2005854, 41.2024615)
"7413",7413,90484,2009,2010-01-21,"118 MINTURN PLACE",135820,180000,0.754555556,"Single Family",NA,"2530A-10","N4",c(-73.2194873, 41.2258572)
"7414",7414,90492,2009,2010-01-25,"100 LORRAINE ST",175170,106000,1.65254717,"Single Family","14","1421-12","NX1",c(-73.2063723, 41.1854003)
"7415",7415,90494,2009,2010-01-25,"87-91 RANDALL AVE",158810,215000,0.738651163,"Three Family",NA,"1518-13","CX",c(-73.192468, 41.1955839)
"7416",7416,90497,2009,2010-01-25,"234 SHELTON ST",160080,30500,5.24852459,"Three Family","14","1631-17","NX2",c(-73.1848397, 41.1909151)
"7417",7417,90506,2009,2010-01-27,"1341-1343 FAIRFIELD AVE",145540,90000,1.617111111,"Three Family","25","1228-41","RX2",c(-73.2095089, 41.1734636)
"7418",7418,90508,2009,2010-01-27,"75 WHEELER AVE #410",112430,134900,0.833432172,"Condo",NA,"1403-1K","NX2",c(-73.1997338, 41.1934291)
"7419",7419,90510,2009,2010-01-28,"2029 OLD TOWN RD",161590,201500,0.801935484,"Single Family",NA,"2645-7","N4",c(-73.2085558, 41.227635)
"7420",7420,90511,2009,2010-01-28,"1650 CAPITOL AVE",182670,175000,1.043828571,"Three Family","14","1361-11A","NX1",c(-73.2181427, 41.1884806)
"7421",7421,90513,2009,2010-02-01,"358 COLEMAN ST",58880,30000,1.962666667,"Two Family","25","1029-5","NX2",c(-73.2014874, 41.1814149)
"7422",7422,90514,2009,2010-02-01,"1731 MADISON  AVENUE",166730,187000,0.891604278,"Two Family","14","2253-8","N2",c(-73.2152031, 41.2017824)
"7423",7423,90515,2009,2010-02-01,"1585 NORMAN ST",160910,248000,0.648830645,"Single Family",NA,"1323-20","N1",c(-73.2141239, 41.1880534)
"7424",7424,90518,2009,2010-02-01,"611-613 HUNTINGTON RD",204620,170000,1.203647059,"Two Family",NA,"2015-15","NX1",c(-73.181664, 41.2012471)
"7425",7425,90520,2009,2010-02-01,"235-239 WHEELER AVE",161870,73000,2.21739726,"Single Family","25","1409-27","NX2",c(-73.2022628, 41.1921706)
"7426",7426,90522,2009,2010-02-01,"23 DERAMO PLACE",159410,175500,0.908319088,"Single Family","14","2510-65A","N4",c(-73.225537, 41.2128919)
"7427",7427,90526,2009,2010-02-01,"1024 STATE ST",128520,105000,1.224,"Three Family",NA,"1142-13","NX1",c(-73.2036475, 41.1723959)
"7428",7428,90527,2009,2010-02-01,"300 SUCCESS AVE",3630950,34000,106.7926471,NA,"8","1938-30","NX3",c(-73.157072, 41.1969815)
"7429",7429,90529,2009,2010-02-02,"3404 MADISON AVE U-3",159000,145000,1.096551724,"Condo","14","2509D-74K","NX3",c(-73.2258394, 41.2201842)
"7430",7430,90535,2009,2010-02-02,"77 HILLCREST RD",182050,196000,0.928826531,"Single Family",NA,"2749-13A","N2",c(-73.1846881, 41.2149937)
"7431",7431,90536,2009,2010-02-02,"95-97 HOLLISTER AVE",171440,69287,2.474345837,"Two Family","18","655-33","NX2",c(-73.160308, 41.176138)
"7432",7432,90538,2009,2010-02-02,"243-245 LENNOX AVE",122850,93100,1.319548872,"Three Family","14","1217-52","NX2",c(-73.2167378, 41.17261)
"7433",7433,90539,2009,2010-02-02,"51 ACORN ST",115130,151500,0.759933993,"Condo","25","2511-13B","NX3",c(-73.2208799, 41.214484)
"7434",7434,90540,2009,2010-02-02,"153 CHERRY HILL DR",87050,98000,0.888265306,"Condo","14","2511-9D","NX3",c(-73.224501, 41.2144357)
"7435",7435,90544,2009,2010-02-03,"381-383 ELLSWORTH ST",240190,3e+05,0.800633333,"Three Family",NA,"246-20","NX1",c(-73.223026, 41.15918)
"7436",7436,90546,2009,2010-02-03,"119 HUNTINGTON TPKE",89240,125000,0.71392,"Condo",NA,"2800-4K","NX3",c(-73.1782287, 41.2116298)
"7437",7437,90548,2009,2010-02-03,"321 HARMONY ST",186550,223000,0.836547085,"Single Family",NA,"2434-15A","N4",c(-73.2003159, 41.2082698)
"7438",7438,90549,2009,2010-02-02,"729 N WASHINGTON AVE",904020,75000,12.0536,NA,"3","1525-1","CX",c(-73.1882911, 41.1947531)
"7439",7439,90552,2009,2010-02-04,"881 LAFAYETTE BLVD U-3N",214680,153100,1.402220771,"Condo",NA,"945A-11A","DX2",c(-73.1922616, 41.174777)
"7440",7440,90553,2009,2010-02-04,"108-112 DOVER STREET",193300,110000,1.757272727,"Three Family","15","1908-9","NX2",c(-73.1679971, 41.1949437)
"7441",7441,90555,2009,2010-02-04,"881 LAFAYETTE BLVD U-1F",214680,137700,1.559041394,"Condo",NA,"945A-11A","DX2",c(-73.1922616, 41.174777)
"7442",7442,90558,2009,2010-02-08,"352 REMINGTON ST",84680,53000,1.597735849,"Single Family","25","1910-9","NX2",c(-73.1658896, 41.1980568)
"7443",7443,90561,2009,2010-02-09,"851 CLINTON AVE",188750,219000,0.861872146,"Single Family","16","1200-14","N3",c(-73.2142278, 41.1780857)
"7444",7444,90562,2009,2010-02-09,"1685 OLD TOWN RD",145490,150000,0.969933333,"Single Family",NA,"2651-44","N4",c(-73.2028921, 41.2290563)
"7445",7445,90565,2009,2010-02-09,"176-180 DAVENPORT ST",167970,80000,2.099625,"Three Family","14","645-1","NX2",c(-73.1580139, 41.17879)
"7446",7446,90571,2009,2010-02-09,"660 BROADBRIDGE RD",144050,180000,0.800277778,"Single Family","14","2826-2","N2",c(-73.1659975, 41.2205653)
"7447",7447,90573,2009,2010-02-10,"395 LAKESIDE DR",192190,160900,1.194468614,"Single Family","14","2648-28A","N4",c(-73.2047445, 41.2254155)
"7448",7448,90575,2009,2010-02-11,"452-454 WELLS ST",181450,123000,1.475203252,"Single Family","14","2110-4A","NX2",c(-73.1987586, 41.1965664)
"7449",7449,90576,2009,2010-02-11,"56-58 HAYES STREET",217880,114741,1.898885316,"Two Family","14","1618-14","NX2",c(-73.1863018, 41.1926974)
"7450",7450,90578,2009,2010-02-11,"37 ERIKA CIRCLE",198450,220000,0.902045455,"Single Family",NA,"2432-84","N4",c(-73.2003992, 41.210206)
"7451",7451,90581,2009,2010-02-16,"354 LYNNE PLACE",159560,242550,0.657843744,"Single Family","14","2822-27","N2",c(-73.1641346, 41.2177327)
"7452",7452,90588,2009,2010-02-16,"39 JACKSON AVE",211080,150000,1.4072,"Three Family","25","1430-22A","NX2",c(-73.2055, 41.19213)
"7453",7453,90592,2009,2010-02-18,"980 LINDLEY ST U-205",85660,90000,0.951777778,"Condo",NA,"2125-6K","NX1",c(-73.2003917, 41.2032026)
"7454",7454,90594,2009,2010-02-18,"887 HUNTINGTON ROAD",165830,265000,0.625773585,"Single Family",NA,"2011-21","N1",c(-73.179862, 41.2044662)
"7455",7455,90595,2009,2010-02-18,"309-311 HORACE ST",150050,146100,1.027036277,"Two Family",NA,"2028-21","NX1",c(-73.1774441, 41.2024915)
"7456",7456,90596,2009,2010-02-18,"59 CITYVIEW AVE",135610,114000,1.189561404,"Single Family","14","2784-15","N2",c(-73.1885413, 41.2190801)
"7457",7457,90599,2009,2010-02-18,"525 PEARL HARBOR AVE",117330,55250,2.12361991,"Single Family","3","1940-26","N2",c(-73.1608208, 41.2032959)
"7458",7458,90607,2009,2010-02-22,"902-904 SEAVIEW AVE",176540,49490,3.56718529,"Three Family","14","601-3","RX2",c(-73.172185, 41.175799)
"7459",7459,90608,2009,2010-02-22,"23-27 ELMWOOD AVENUE",153070,115500,1.325281385,"Three Family","14","1127-17","NX1",c(-73.207275, 41.177218)
"7460",7460,90610,2009,2010-02-22,"150 MADISON TERRACE",157030,106000,1.481415094,"Single Family","14","2273-8","NX1",c(-73.2063249, 41.1964048)
"7461",7461,90613,2009,2010-02-22,"2994 MADISON AVE U-A",91670,84000,1.091309524,"Condo","14","2511-6A","NX3",c(-73.2269157, 41.2147547)
"7462",7462,90614,2009,2010-02-22,"989-991 HOWARD AVE",152700,80000,1.90875,"Three Family","14","1214-40","NX2",c(-73.213472, 41.17384)
"7463",7463,90616,2009,2010-02-23,"206 DOGWOOD AVENUE",146650,185400,0.790992449,"Single Family",NA,"2778E-28","N4",c(-73.1997963, 41.2225986)
"7464",7464,90619,2009,2010-02-23,"1147-1149 NOBLE AVE",185980,130000,1.430615385,"Two Family","25","1665-9","NX2",c(-73.183994, 41.1973879)
"7465",7465,90620,2009,2010-02-23,"308 STILLMAN ST",86140,35200,2.447159091,"Single Family","25","1622-15","NX2",c(-73.1824242, 41.1925174)
"7466",7466,90622,2009,2010-02-24,"125 BANCROFT AVE",156660,1e+05,1.5666,"Single Family","14","1426-12","N1",c(-73.2077749, 41.1878981)
"7467",7467,90623,2009,2010-02-24,"673-677 MADISON AVENUE",164560,93000,1.769462366,"Three Family","14","1425-2A","NX2",c(-73.2035383, 41.190677)
"7468",7468,90624,2009,2010-02-24,"333 VINCELLETTE ST",101750,97000,1.048969072,"Condo",NA,"2316-13A","NX3",c(-73.21889, 41.21534)
"7469",7469,90625,2009,2010-02-24,"1088 WILLIAM STREET",115360,152500,0.756459016,"Single Family",NA,"1668-27","NX2",c(-73.1850618, 41.1990716)
"7470",7470,90626,2009,2010-02-25,"211 PEARL HARBOR ST",89920,135000,0.666074074,"Single Family",NA,"1944-5","N2",c(-73.1615518, 41.1989473)
"7471",7471,90627,2009,2010-02-25,"65 HOOKER ROAD",142080,129000,1.101395349,"Single Family","14","2814-10","N2",c(-73.1717686, 41.2161649)
"7472",7472,90630,2009,2010-02-25,"847 SELTSAM ROAD",204110,211000,0.967345972,"Single Family",NA,"2796A-42","N2",c(-73.1825469, 41.2200434)
"7473",7473,90635,2009,2010-03-01,"25 DOUGLAS ST",111970,83365,1.343129611,"Single Family","14","2732-11A","N2",c(-73.1947562, 41.2139093)
"7474",7474,90636,2009,2010-03-01,"142 ARTHUR ST",133980,130000,1.030615385,"Single Family","25","239-5","N2",c(-73.2198142, 41.1580821)
"7475",7475,90637,2009,2010-03-01,"70 WEBER ST #3C",76890,35300,2.178186969,"Condo","14","1904-2A","NX2",c(-73.1552596, 41.1936109)
"7476",7476,90638,2009,2010-03-01,"219 BRETTON ST",142210,207000,0.687004831,"Single Family",NA,"2284-27","N4",c(-73.2151737, 41.2037389)
"7477",7477,90639,2009,2010-03-01,"169 HALE ST",106300,51000,2.084313725,"Single Family","11","1925-33","N2",c(-73.1612082, 41.1960149)
"7478",7478,90647,2009,2010-03-02,"224 NUTMEG ROAD",127920,129500,0.987799228,"Single Family","14","2809-12","N2",c(-73.1702014, 41.2136771)
"7479",7479,90649,2009,2010-03-02,"2168-2174 SEAVIEW AVE",124860,80000,1.56075,NA,"14","1805-3","NX2",c(-73.1699749, 41.1926807)
"7480",7480,90650,2009,2010-03-02,"610 CLEVELAND AVE",154100,157000,0.981528662,"Single Family",NA,"1327-15","N1",c(-73.2151017, 41.1890511)
"7481",7481,90652,2009,2010-03-02,"1330 BROOKLAWN AVE",206150,2e+05,1.03075,"Single Family",NA,"1351-9A","N4",c(-73.2190316, 41.19576)
"7482",7482,90653,2009,2010-03-03,"473-475 PEARL HARBOR",110560,74000,1.494054054,"Two Family","14","1940-22","N2",c(-73.161066, 41.202571)
"7483",7483,90657,2009,2010-03-03,"45 RUSSO TERRACE",130100,230412,0.564640731,"Single Family","14","2254A-4","N4",c(-73.2170312, 41.20194)
"7484",7484,90660,2009,2010-03-03,"620 CAPITOL AVE",168280,2e+05,0.8414,"Two Family",NA,"2200-8","NX1",c(-73.2023838, 41.196043)
"7485",7485,90661,2009,2010-03-13,"682-684 NORMAN STREET",229110,385000,0.595090909,"Two Family",NA,"1121-2","NX1",c(-73.2043613, 41.1780159)
"7486",7486,90663,2009,2010-03-04,"778-780 GRAND ST",174760,85000,2.056,"Three Family","14","1007-5","NX2",c(-73.201666, 41.1854822)
"7487",7487,90665,2009,2010-03-04,"705 THORME ST",145900,187000,0.780213904,"Single Family",NA,"2263-12","N2",c(-73.2178526, 41.2042524)
"7488",7488,90667,2009,2010-03-04,"2652 EAST MAIN ST",744600,1075000,0.692651163,NA,"15","2800-2C","MX2",c(-73.1787028, 41.2113672)
